0.000001
0.948836,0.051164
0.968547,0.031453
0.951856,0.048144
0.972125,0.027875
0.932096,0.067904
0.921291,0.078709
0.914653,0.085347
0.949510,0.050490
0.940997,0.059003
0.573250,0.426750
0.961453,0.038547
0.983446,0.016554
0.951722,0.048278
0.781501,0.218499
0.967115,0.032885
0.950023,0.049977
0.724758,0.275242
0.959481,0.040519
0.927680,0.072320,
0.939124,0.060876,
0.970157,0.029843,
0.977480,0.022520,
0.983138,0.016862,
0.972495,0.027505,
0.098342,0.901658,
0.886828,0.113172,
0.934616,0.065384,
0.938007,0.061993,
0.971808,0.028192,
0.797098,0.202902,
0.960819,0.039181,
0.417070,0.582930,
0.921270,0.078730,
0.970621,0.029379,
0.926854,0.073146,
0.972567,0.027433,
0.826645,0.173355,
0.915015,0.084985,
0.964240,0.035760,
0.949834,0.050166,
0.964483,0.035517,
0.956871,0.043129,
0.964405,0.035595,
0.839974,0.160026,
0.958343,0.041657,
0.620882,0.379118,
0.952989,0.047011,
0.979954,0.020046,
0.960491,0.039509,
0.362875,0.637125,
0.660844,0.339156,
0.694229,0.305771,
0.843293,0.156707,
0.984776,0.015224,
0.984203,0.015797,
0.969408,0.030592,
0.950737,0.049263,
0.656643,0.343357,
0.138792,0.861208,
0.425896,0.574104,
0.961260,0.038740,
0.979589,0.020411,
0.937866,0.062134,
0.976637,0.023363,
0.930920,0.069080,
0.974060,0.025940,
0.957984,0.042016,
0.102035,0.897965,
0.965653,0.034347,
0.674211,0.325789,
0.950307,0.049693,
0.971510,0.028490,
0.954119,0.045881,
0.972035,0.027965,
0.974155,0.025845,
0.884639,0.115361,
0.937866,0.062134,
0.985720,0.014280,
0.956830,0.043170,
0.616053,0.383947,
0.919294,0.080706,
0.853514,0.146486,
0.959295,0.040705,
0.886979,0.113021,
0.971342,0.028658,
0.965274,0.034726,
0.492893,0.507107,
0.920325,0.079675,
0.939014,0.060986,
0.930255,0.069745,
0.915798,0.084202,
0.954844,0.045156,
0.952234,0.047766,
0.975357,0.024643,
0.223426,0.776574,
0.962965,0.037035,
0.970021,0.029979,
0.959522,0.040478,
0.950150,0.049850,
0.354565,0.645435,
0.952277,0.047723,
0.967029,0.032971,
0.972786,0.027214,
0.806071,0.193929,
0.983587,0.016413,
0.971301,0.028699,
0.846946,0.153054,
0.985256,0.014744,
0.953144,0.046856,
0.973258,0.026742,
0.989606,0.010394,
0.949976,0.050024,
0.933357,0.066643,
0.700853,0.299147,
0.837760,0.162240,
0.531790,0.468210,
0.901915,0.098085,
0.715778,0.284222,
0.942011,0.057989,
0.928689,0.071311,
0.885126,0.114874,
0.863670,0.136330,
0.951491,0.048509,
0.508669,0.491331,
0.980195,0.019805,
0.829199,0.170801,
0.279788,0.720212,
0.679619,0.320381,
0.951312,0.048688,
0.965403,0.034597,
0.239821,0.760179,
0.948320,0.051680,
0.973374,0.026626,
0.966079,0.033921,
0.973985,0.026015,
0.882633,0.117367,
0.823857,0.176143,
0.907880,0.092120,
0.922444,0.077556,
0.935709,0.064291,
0.917217,0.082783,
0.938512,0.061488,
0.489577,0.510423,
0.973512,0.026488,
0.971965,0.028035,
0.968775,0.031225,
0.885531,0.114469,
0.955710,0.044290,
0.951630,0.048370,
0.968294,0.031706,
0.982346,0.017654,
0.326161,0.673839,
0.545927,0.454073,
0.952697,0.047303,
0.977338,0.022662,
0.981024,0.018976,
0.982799,0.017201,
0.951034,0.048966,
0.837958,0.162042,
0.966108,0.033892,
0.976183,0.023817,
0.914362,0.085638,
0.554178,0.445822,
0.961161,0.038839,
0.945398,0.054602,
0.968358,0.031642,
0.938183,0.061817,
0.953580,0.046420,
0.924984,0.075016,
0.955061,0.044939,
0.913085,0.086915,
0.917714,0.082286,
0.967984,0.032016,
0.932902,0.067098,
0.933224,0.066776,
0.612147,0.387853,
0.911698,0.088302,
0.780866,0.219134,
0.965222,0.034778,
0.884178,0.115822,
0.980154,0.019846,
0.937363,0.062637,
0.934374,0.065626,
0.923553,0.076447,
0.727943,0.272057,
0.894146,0.105854,
0.251340,0.748660,
0.972897,0.027103,
0.960077,0.039923,
0.970048,0.029952,
0.951889,0.048111,
0.919184,0.080816,
0.629696,0.370304,
0.971021,0.028979,
0.880785,0.119215,
0.978356,0.021644,
0.980450,0.019550,
0.981306,0.018694,
0.942206,0.057794,
0.985206,0.014794,
0.965466,0.034534,
0.877293,0.122707,
0.608246,0.391754,
0.964463,0.035537,
0.930442,0.069558,
0.710646,0.289354,
0.981983,0.018017,
0.980932,0.019068,
0.955499,0.044501,
0.948653,0.051347,
0.904477,0.095523,
0.950142,0.049858,
0.956173,0.043827,
0.964039,0.035961,
0.935083,0.064917,
0.410448,0.589552,
0.959396,0.040604,
0.957440,0.042560,
0.941487,0.058513,
0.928096,0.071904,
0.910796,0.089204,
0.950893,0.049107,
0.940691,0.059309,
0.760940,0.239060,
0.978183,0.021817,
0.966590,0.033410,
0.927816,0.072184,
0.976780,0.023220,
0.969980,0.030020,
0.342869,0.657131,
0.942561,0.057439,
0.948594,0.051406,
0.935642,0.064358,
0.948709,0.051291,
0.951865,0.048135,
0.960419,0.039581,
0.956897,0.043103,
0.941891,0.058109,
0.986021,0.013979,
0.967460,0.032540,
0.973549,0.026451,
0.937417,0.062583,
0.161131,0.838869,
0.970441,0.029559,
0.766445,0.233555,
0.954891,0.045109,
0.624369,0.375631,
0.884347,0.115653,
0.986344,0.013656,
0.930086,0.069914,
0.809848,0.190152,
0.941263,0.058737,
0.224211,0.775789,
0.948664,0.051336,
0.897720,0.102280,
0.942788,0.057212,
0.973852,0.026148,
0.950432,0.049568,
0.948805,0.051195,
0.940780,0.059220,
0.813454,0.186546,
0.976753,0.023247,
0.960630,0.039370,
0.956194,0.043806,
0.942554,0.057446,
0.670587,0.329413,
0.935387,0.064613,
0.950130,0.049870,
0.931666,0.068334,
0.910937,0.089063,
0.983664,0.016336,
0.958897,0.041103,
0.975102,0.024898,
0.964283,0.035717,
0.961547,0.038453,
0.965977,0.034023,
0.914283,0.085717,
0.960400,0.039600,
0.977286,0.022714,
0.958594,0.041406,
0.880830,0.119170,
0.907977,0.092023,
0.946973,0.053027,
0.444011,0.555989,
0.788822,0.211178,
0.965573,0.034427,
0.873730,0.126270,
0.980244,0.019756,
0.929950,0.070050,
0.969067,0.030933,
0.958494,0.041506,
0.974204,0.025796,
0.926866,0.073134,
0.980906,0.019094,
0.945718,0.054282,
0.963685,0.036315,
0.196114,0.803886,
0.473137,0.526863,
0.989281,0.010719,
0.954793,0.045207,
0.911811,0.088189,
0.940765,0.059235,
0.252191,0.747809,
0.955499,0.044501,
0.943324,0.056676,
0.967467,0.032533,
0.962957,0.037043,
0.938830,0.061170,
0.954637,0.045363,
0.947163,0.052837,
0.933787,0.066213,
0.977541,0.022459,
0.970483,0.029517,
0.238667,0.761333,
0.905613,0.094387,
0.900811,0.099189,
0.964308,0.035692,
0.940736,0.059264,
0.974447,0.025553,
0.963909,0.036091,
0.744460,0.255540,
0.283926,0.716074,
0.907403,0.092597,
0.946160,0.053840,
0.880000,0.120000,
0.969220,0.030780,
0.122343,0.877657,
0.923217,0.076783,
0.962669,0.037331,
0.967693,0.032307,
0.944289,0.055711,
0.968083,0.031917,
0.979204,0.020796,
0.925399,0.074601,
0.966268,0.033732,
0.946775,0.053225,
0.875826,0.124174,
0.960422,0.039578,
0.884014,0.115986,
0.932309,0.067691,
0.935642,0.064358,
0.977152,0.022848,
0.929006,0.070994,
0.786539,0.213461,
0.927352,0.072648,
0.969400,0.030600,
0.963963,0.036037,
0.954299,0.045701,
0.951744,0.048256,
0.861236,0.138764,
0.982778,0.017222,
0.799071,0.200929,
0.951978,0.048022,
0.954527,0.045473,
0.953258,0.046742,
0.972486,0.027514,
0.951829,0.048171,
0.982771,0.017229,
0.767579,0.232421,
0.566479,0.433521,
0.972724,0.027276,
0.971132,0.028868,
0.664500,0.335500,
0.987498,0.012502,
0.914046,0.085954,
0.969305,0.030695,
0.980830,0.019170,
0.956839,0.043161,
0.959765,0.040235,
0.944928,0.055072,
0.897030,0.102970,
0.939682,0.060318,
0.782404,0.217596,
0.343929,0.656071,
0.517521,0.482479,
0.354561,0.645439,
0.958604,0.041396,
0.928135,0.071865,
0.935800,0.064200,
0.966347,0.033653,
0.979534,0.020466,
0.936295,0.063705,
0.963114,0.036886,
0.955469,0.044531,
0.571513,0.428487,
0.973466,0.026534,
0.987114,0.012886,
0.959533,0.040467,
0.972812,0.027188,
0.934985,0.065015,
0.981586,0.018414,
0.944892,0.055108,
0.927618,0.072382,
0.923945,0.076055,
0.953919,0.046081,
0.954315,0.045685,
0.950727,0.049273,
0.918785,0.081215,
0.906985,0.093015,
0.651631,0.348369,
0.429137,0.570863,
0.661943,0.338057,
0.940619,0.059381,
0.967085,0.032915,
0.961323,0.038677,
0.937539,0.062461,
0.877168,0.122832,
0.944646,0.055354,
0.951062,0.048938,
0.951173,0.048827,
0.979359,0.020641,
0.949780,0.050220,
0.921405,0.078595,
0.954951,0.045049,
0.248082,0.751918,
0.977175,0.022825,
0.939434,0.060566,
0.971722,0.028278,
0.970732,0.029268,
0.949994,0.050006,
0.914193,0.085807,
0.973530,0.026470,
0.741474,0.258526,
0.934422,0.065578,
0.849046,0.150954,
0.968581,0.031419,
0.934592,0.065408,
0.845257,0.154743,
0.341045,0.658955,
0.958617,0.041383,
0.975705,0.024295,
0.220448,0.779552,
0.987036,0.012964,
0.979243,0.020757,
0.960953,0.039047,
0.940135,0.059865,
0.962615,0.037385,
0.925083,0.074917,
0.854545,0.145455,
0.924806,0.075194,
0.769965,0.230035,
0.926851,0.073149,
0.864465,0.135535,
0.974055,0.025945,
0.911168,0.088832,
0.940982,0.059018,
0.956763,0.043237,
0.503609,0.496391,
0.932963,0.067037,
0.977821,0.022179,
0.913131,0.086869,
0.978567,0.021433,
0.969563,0.030437,
0.906391,0.093609,
0.977233,0.022767,
0.986911,0.013089,
0.975576,0.024424,
0.936695,0.063305,
0.918557,0.081443,
0.979872,0.020128,
0.959299,0.040701,
0.948395,0.051605,
0.980563,0.019437,
0.913452,0.086548,
0.916209,0.083791,
0.951480,0.048520,
0.960673,0.039327,
0.511111,0.488889,
0.974700,0.025300,
0.706583,0.293417,
0.879213,0.120787,
0.931899,0.068101,
0.958633,0.041367,
0.597947,0.402053,
0.946561,0.053439,
0.974592,0.025408,
0.946796,0.053204,
0.945099,0.054901,
0.913379,0.086621,
0.383090,0.616910,
0.759789,0.240211,
0.953074,0.046926,
0.966823,0.033177,
0.893548,0.106452,
0.936745,0.063255,
0.909302,0.090698,
0.957330,0.042670,
0.950345,0.049655,
0.953036,0.046964,
0.967578,0.032422,
0.934143,0.065857,
0.954578,0.045422,
0.982127,0.017873,
0.993022,0.006978,
0.955458,0.044542,
0.947766,0.052234,
0.982137,0.017863,
0.849881,0.150119,
0.845460,0.154540,
0.981844,0.018156,
0.938101,0.061899,
0.984848,0.015152,
0.683436,0.316564,
0.514797,0.485203,
0.964769,0.035231,
0.966935,0.033065,
0.041417,0.958583,
0.944618,0.055382,
0.935596,0.064404,
0.959955,0.040045,
0.972923,0.027077,
0.928331,0.071669,
0.953251,0.046749,
0.983597,0.016403,
0.960772,0.039228,
0.977552,0.022448,
0.930199,0.069801,
0.941865,0.058135,
0.962149,0.037851,
0.913650,0.086350,
0.959293,0.040707,
0.921171,0.078829,
0.971904,0.028096,
0.958578,0.041422,
0.951338,0.048662,
0.757752,0.242248,
0.959644,0.040356,
0.984885,0.015115,
0.962265,0.037735,
0.074241,0.925759,
0.967573,0.032427,
0.954588,0.045412,
0.950826,0.049174,
0.895640,0.104360,
0.969726,0.030274,
0.967148,0.032852,
0.880350,0.119650,
0.920625,0.079375,
0.977801,0.022199,
0.962620,0.037380,
0.973699,0.026301,
0.820105,0.179895,
0.696980,0.303020,
0.920554,0.079446,
0.972667,0.027333,
0.835732,0.164268,
0.527263,0.472737,
0.943479,0.056521,
0.940875,0.059125,
0.289767,0.710233,
0.947127,0.052873,
0.949313,0.050687,
0.936084,0.063916,
0.968499,0.031501,
0.950661,0.049339,
0.982847,0.017153,
0.969339,0.030661,
0.768446,0.231554,
0.945645,0.054355,
0.946238,0.053762,
0.972330,0.027670,
0.916342,0.083658,
0.979602,0.020398,
0.970245,0.029755,
0.949574,0.050426,
0.949907,0.050093,
0.953099,0.046901,
0.548181,0.451819,
0.982617,0.017383,
0.942494,0.057506,
0.993845,0.006155,
0.987621,0.012379,
0.302673,0.697327,
0.477194,0.522806,
0.978070,0.021930,
0.978403,0.021597,
0.937755,0.062245,
0.913743,0.086257,
0.930161,0.069839,
0.961031,0.038969,
0.549032,0.450968,
0.930840,0.069160,
0.965840,0.034160,
0.976995,0.023005,
0.979975,0.020025,
0.959327,0.040673,
0.958343,0.041657,
0.949841,0.050159,
0.945205,0.054795,
0.947164,0.052836,
0.843086,0.156914,
0.963327,0.036673,
0.967010,0.032990,
0.918013,0.081987,
0.975355,0.024645,
0.965320,0.034680,
0.968687,0.031313,
0.948500,0.051500,
0.965265,0.034735,
0.842696,0.157304,
0.891560,0.108440,
0.956561,0.043439,
0.976177,0.023823,
0.971207,0.028793,
0.509541,0.490459,
0.971513,0.028487,
0.919081,0.080919,
0.987687,0.012313,
0.678852,0.321148,
0.963187,0.036813,
0.577311,0.422689,
0.950345,0.049655,
0.060178,0.939822,
0.973319,0.026681,
0.939220,0.060780,
0.925275,0.074725,
0.317517,0.682483,
0.646744,0.353256,
0.963895,0.036105,
0.688363,0.311637,
0.974997,0.025003,
0.985080,0.014920,
0.946671,0.053329,
0.961906,0.038094,
0.955328,0.044672,
0.876020,0.123980,
0.964590,0.035410,
0.954559,0.045441,
0.972829,0.027171,
0.959536,0.040464,
0.935485,0.064515,
0.967754,0.032246,
0.915694,0.084306,
0.924365,0.075635,
0.954239,0.045761,
0.974581,0.025419,
0.979030,0.020970,
0.967979,0.032021,
0.946878,0.053122,
0.947000,0.053000,
0.904146,0.095854,
0.946754,0.053246,
0.978516,0.021484,
0.814055,0.185945,
0.969854,0.030146,
0.965660,0.034340,
0.954965,0.045035,
0.787708,0.212292,
0.768248,0.231752,
0.915637,0.084363,
0.956548,0.043452,
0.581487,0.418513,
0.965471,0.034529,
0.941593,0.058407,
0.934236,0.065764,
0.943246,0.056754,
0.970364,0.029636,
0.973569,0.026431,
0.977548,0.022452,
0.967591,0.032409,
0.964364,0.035636,
0.940678,0.059322,
0.944044,0.055956,
0.764854,0.235146,
0.955134,0.044866,
0.940064,0.059936,
0.938858,0.061142,
0.947357,0.052643,
0.283145,0.716855,
0.948101,0.051899,
0.708633,0.291367,
0.933281,0.066719,
0.955385,0.044615,
0.884275,0.115725,
0.979441,0.020559,
0.842187,0.157813,
0.980967,0.019033,
0.151579,0.848421,
0.973725,0.026275,
0.885108,0.114892,
0.950481,0.049519,
0.948513,0.051487,
0.592661,0.407339,
0.979864,0.020136,
0.933383,0.066617,
0.961481,0.038519,
0.953357,0.046643,
0.919048,0.080952,
0.927368,0.072632,
0.958068,0.041932,
0.941467,0.058533,
0.978280,0.021720,
0.982841,0.017159,
0.960169,0.039831,
0.884212,0.115788,
0.977161,0.022839,
0.981727,0.018273,
0.953674,0.046326,
0.714543,0.285457,
0.955772,0.044228,
0.987753,0.012247,
0.947051,0.052949,
0.951866,0.048134,
0.774083,0.225917,
0.952583,0.047417,
0.949561,0.050439,
0.937340,0.062660,
0.967154,0.032846,
0.920865,0.079135,
0.969846,0.030154,
0.834686,0.165314,
0.981730,0.018270,
0.973024,0.026976,
0.772653,0.227347,
0.976053,0.023947,
0.950859,0.049141,
0.976830,0.023170,
0.602236,0.397764,
0.944729,0.055271,
0.937106,0.062894,
0.979001,0.020999,
0.928865,0.071135,
0.948093,0.051907,
0.986346,0.013654,
0.944553,0.055447,
0.230979,0.769021,
0.578967,0.421033,
0.980326,0.019674,
0.937766,0.062234,
0.906176,0.093824,
0.415494,0.584506,
0.972654,0.027346,
0.932750,0.067250,
0.968741,0.031259,
0.961070,0.038930,
0.958138,0.041862,
0.961569,0.038431,
0.932718,0.067282,
0.580119,0.419881,
0.975508,0.024492,
0.939616,0.060384,
0.961111,0.038889,
0.973339,0.026661,
0.465809,0.534191,
0.927676,0.072324,
0.749546,0.250454,
0.874054,0.125946,
0.934167,0.065833,
0.694800,0.305200,
0.990346,0.009654,
0.762627,0.237373,
0.207099,0.792901,
0.802822,0.197178,
0.954481,0.045519,
0.947127,0.052873,
0.977246,0.022754,
0.971669,0.028331,
0.679936,0.320064,
0.963798,0.036202,
0.914592,0.085408,
0.861410,0.138590,
0.937698,0.062302,
0.948384,0.051616,
0.957736,0.042264,
0.970739,0.029261,
0.913840,0.086160,
0.936763,0.063237,
0.949264,0.050736,
0.937380,0.062620,
0.975509,0.024491,
0.978823,0.021177,
0.936407,0.063593,
0.975748,0.024252,
0.824804,0.175196,
0.944487,0.055513,
0.980187,0.019813,
0.301809,0.698191,
0.486083,0.513917,
0.922544,0.077456,
0.949041,0.050959,
0.925635,0.074365,
0.697473,0.302527,
0.932499,0.067501,
0.902400,0.097600,
0.972495,0.027505,
0.950775,0.049225,
0.973797,0.026203,
0.945962,0.054038,
0.938494,0.061506,
0.986027,0.013973,
0.984668,0.015332,
0.893997,0.106003,
0.571795,0.428205,
0.980856,0.019144,
0.899189,0.100811,
0.509425,0.490575,
0.976192,0.023808,
0.946701,0.053299,
0.942501,0.057499,
0.498780,0.501220,
0.613064,0.386936,
0.938772,0.061228,
0.987428,0.012572,
0.930308,0.069692,
0.970101,0.029899,
0.943063,0.056937,
0.962342,0.037658,
0.959913,0.040087,
0.928131,0.071869,
0.877882,0.122118,
0.970216,0.029784,
0.946382,0.053618,
0.949003,0.050997,
0.972239,0.027761,
0.962039,0.037961,
0.941593,0.058407,
0.956619,0.043381,
0.506885,0.493115,
0.943938,0.056062,
0.948106,0.051894,
0.978268,0.021732,
0.174186,0.825814,
0.974290,0.025710,
0.949253,0.050747,
0.968353,0.031647,
0.959021,0.040979,
0.977709,0.022291,
0.969414,0.030586,
0.940444,0.059556,
0.691675,0.308325,
0.552059,0.447941,
0.957501,0.042499,
0.946442,0.053558,
0.984366,0.015634,
0.925712,0.074288,
0.930688,0.069312,
0.972676,0.027324,
0.962152,0.037848,
0.894669,0.105331,
0.962360,0.037640,
0.978190,0.021810,
0.845637,0.154363,
0.976428,0.023572,
0.961371,0.038629,
0.974268,0.025732,
0.922317,0.077683,
0.245476,0.754524,
0.958925,0.041075,
0.940667,0.059333,
0.966360,0.033640,
0.966010,0.033990,
0.751343,0.248657,
0.919420,0.080580,
0.944100,0.055900,
0.948200,0.051800,
0.962705,0.037295,
0.970218,0.029782,
0.954675,0.045325,
0.947897,0.052103,
0.948904,0.051096,
0.982616,0.017384,
0.939827,0.060173,
0.983886,0.016114,
0.922038,0.077962,
0.957301,0.042699,
0.966655,0.033345,
0.947714,0.052286,
0.972163,0.027837,
0.919040,0.080960,
0.911916,0.088084,
0.920037,0.079963,
0.963994,0.036006,
0.043547,0.956453,
0.961852,0.038148,
0.981612,0.018388,
0.891562,0.108438,
0.894331,0.105669,
0.981923,0.018077,
0.152940,0.847060,
0.932503,0.067497,
0.901877,0.098123,
0.845067,0.154933,
0.968954,0.031046,
0.958295,0.041705,
0.961622,0.038378,
0.965764,0.034236,
0.167048,0.832952,
0.338684,0.661316,
0.961581,0.038419,
0.908859,0.091141,
0.925613,0.074387,
0.080329,0.919671,
0.929584,0.070416,
0.961044,0.038956,
0.582328,0.417672,
0.961056,0.038944,
0.916404,0.083596,
0.968928,0.031072,
0.943381,0.056619,
0.956849,0.043151,
0.971496,0.028504,
0.968317,0.031683,
0.957797,0.042203,
0.899403,0.100597,
0.865336,0.134664,
0.965389,0.034611,
0.976150,0.023850,
0.968750,0.031250,
0.933555,0.066445,
0.953264,0.046736,
0.950135,0.049865,
0.952714,0.047286,
0.960057,0.039943,
0.974452,0.025548,
0.333885,0.666115,
0.747927,0.252073,
0.846483,0.153517,
0.946252,0.053748,
0.960383,0.039617,
0.981060,0.018940,
0.921920,0.078080,
0.087366,0.912634,
0.937761,0.062239,
0.884800,0.115200,
0.750959,0.249041,
0.889159,0.110841,
0.564390,0.435610,
0.948519,0.051481,
0.941919,0.058081,
0.942798,0.057202,
0.964841,0.035159,
0.960322,0.039678,
0.949588,0.050412,
0.740533,0.259467,
0.960867,0.039133,
0.939539,0.060461,
0.190073,0.809927,
0.468522,0.531478,
0.970973,0.029027,
0.964526,0.035474,
0.956532,0.043468,
0.938002,0.061998,
0.972794,0.027206,
0.949191,0.050809,
0.261404,0.738596,
0.981696,0.018304,
0.955975,0.044025,
0.913743,0.086257,
0.897803,0.102197,
0.938398,0.061602,
0.970613,0.029387,
0.963172,0.036828,
0.980772,0.019228,
0.912419,0.087581,
0.928909,0.071091,
0.341815,0.658185,
0.959678,0.040322,
0.981101,0.018899,
0.967408,0.032592,
0.797434,0.202566,
0.861658,0.138342,
0.956349,0.043651,
0.971088,0.028912,
0.321841,0.678159,
0.837189,0.162811,
0.986285,0.013715,
0.945727,0.054273,
0.680431,0.319569,
0.976409,0.023591,
0.312384,0.687616,
0.918434,0.081566,
0.978102,0.021898,
0.951512,0.048488,
0.937369,0.062631,
0.978504,0.021496,
0.959406,0.040594,
0.688101,0.311899,
0.964434,0.035566,
0.811925,0.188075,
0.966881,0.033119,
0.977568,0.022432,
0.981289,0.018711,
0.971407,0.028593,
0.959189,0.040811,
0.976472,0.023528,
0.812074,0.187926,
0.772640,0.227360,
0.957464,0.042536,
0.963082,0.036918,
0.927733,0.072267,
0.977239,0.022761,
0.979496,0.020504,
0.182895,0.817105,
0.937161,0.062839,
0.952501,0.047499,
0.932978,0.067022,
0.350640,0.649360,
0.980681,0.019319,
0.925821,0.074179,
0.510188,0.489812,
0.983670,0.016330,
0.719202,0.280798,
0.972704,0.027296,
0.896002,0.103998,
0.976728,0.023272,
0.949855,0.050145,
0.914529,0.085471,
0.963079,0.036921,
0.953905,0.046095,
0.965590,0.034410,
0.937232,0.062768,
0.950097,0.049903,
0.936681,0.063319,
0.966054,0.033946,
0.964649,0.035351,
0.956412,0.043588,
0.963434,0.036566,
0.772035,0.227965,
0.986173,0.013827,
0.962262,0.037738,
0.956693,0.043307,
0.926728,0.073272,
0.951125,0.048875,
0.805660,0.194340,
0.955069,0.044931,
0.920656,0.079344,
0.746204,0.253796,
0.797973,0.202027,
0.786156,0.213844,
0.947367,0.052633,
0.973876,0.026124,
0.039450,0.960550,
0.970843,0.029157,
0.925335,0.074665,
0.922892,0.077108,
0.607312,0.392688,
0.962116,0.037884,
0.985514,0.014486,
0.964557,0.035443,
0.937797,0.062203,
0.971984,0.028016,
0.920555,0.079445,
0.968120,0.031880,
0.969339,0.030661,
0.977577,0.022423,
0.942642,0.057358,
0.947363,0.052637,
0.581701,0.418299,
0.915990,0.084010,
0.336862,0.663138,
0.746044,0.253956,
0.427709,0.572291,
0.958268,0.041732,
0.946851,0.053149,
0.917827,0.082173,
0.947756,0.052244,
0.598312,0.401688,
0.956090,0.043910,
0.972908,0.027092,
0.762427,0.237573,
0.986719,0.013281,
0.921697,0.078303,
0.930366,0.069634,
0.925365,0.074635,
0.149443,0.850557,
0.972154,0.027846,
0.961008,0.038992,
0.964328,0.035672,
0.404411,0.595589,
0.956693,0.043307,
0.734589,0.265411,
0.969522,0.030478,
0.935066,0.064934,
0.892761,0.107239,
0.979091,0.020909,
0.957476,0.042524,
0.945255,0.054745,
0.906881,0.093119,
0.922176,0.077824,
0.958859,0.041141,
0.946071,0.053929,
0.940853,0.059147,
0.954185,0.045815,
0.913624,0.086376,
0.949497,0.050503,
0.978759,0.021241,
0.946935,0.053065,
0.940187,0.059813,
0.954901,0.045099,
0.892197,0.107803,
0.941331,0.058669,
0.942383,0.057617,
0.949254,0.050746,
0.820122,0.179878,
0.952716,0.047284,
0.948953,0.051047,
0.946677,0.053323,
0.949561,0.050439,
0.937695,0.062305,
0.944184,0.055816,
0.958292,0.041708,
0.902074,0.097926,
0.932766,0.067234,
0.874538,0.125462,
0.963431,0.036569,
0.967576,0.032424,
0.958978,0.041022,
0.927622,0.072378,
0.326896,0.673104,
0.463528,0.536472,
0.969859,0.030141,
0.941866,0.058134,
0.968197,0.031803,
0.940244,0.059756,
0.939776,0.060224,
0.957882,0.042118,
0.977978,0.022022,
0.794068,0.205932,
0.983077,0.016923,
0.992827,0.007173,
0.961518,0.038482,
0.963661,0.036339,
0.738542,0.261458,
0.890390,0.109610,
0.901618,0.098382,
0.974171,0.025829,
0.948395,0.051605,
0.840095,0.159905,
0.953400,0.046600,
0.854899,0.145101,
0.953583,0.046417,
0.944708,0.055292,
0.947449,0.052551,
0.971241,0.028759,
0.951925,0.048075,
0.748845,0.251155,
0.973388,0.026612,
0.944214,0.055786,
0.931474,0.068526,
0.905381,0.094619,
0.909493,0.090507,
0.915658,0.084342,
0.961180,0.038820,
0.913877,0.086123,
0.972599,0.027401,
0.969420,0.030580,
0.952955,0.047045,
0.972832,0.027168,
0.907291,0.092709,
0.967143,0.032857,
0.973843,0.026157,
0.949828,0.050172,
0.939127,0.060873,
0.973491,0.026509,
0.794553,0.205447,
0.939537,0.060463,
0.975338,0.024662,
0.939156,0.060844,
0.940813,0.059187,
0.434212,0.565788,
0.984826,0.015174,
0.939769,0.060231,
0.986820,0.013180,
0.976275,0.023725,
0.934190,0.065810,
0.974867,0.025133,
0.959518,0.040482,
0.962749,0.037251,
0.176595,0.823405,
0.935545,0.064455,
0.938825,0.061175,
0.966205,0.033795,
0.960816,0.039184,
0.946342,0.053658,
0.939189,0.060811,
0.948307,0.051693,
0.962698,0.037302,
0.034303,0.965697,
0.927884,0.072116,
0.847695,0.152305,
0.979103,0.020897,
0.809063,0.190937,
0.957863,0.042137,
0.952489,0.047511,
0.673426,0.326574,
0.946341,0.053659,
0.975843,0.024157,
0.960131,0.039869,
0.971689,0.028311,
0.720672,0.279328,
0.917102,0.082898,
0.960837,0.039163,
0.954172,0.045828,
0.954258,0.045742,
0.945952,0.054048,
0.937617,0.062383,
0.836778,0.163222,
0.965672,0.034328,
0.955867,0.044133,
0.929643,0.070357,
0.979003,0.020997,
0.961510,0.038490,
0.971247,0.028753,
0.972129,0.027871,
0.784509,0.215491,
0.906230,0.093770,
0.926247,0.073753,
0.971361,0.028639,
0.934670,0.065330,
0.944856,0.055144,
0.789653,0.210347,
0.319332,0.680668,
0.962993,0.037007,
0.978610,0.021390,
0.953196,0.046804,
0.758100,0.241900,
0.949436,0.050564,
0.944230,0.055770,
0.967047,0.032953,
0.967463,0.032537,
0.957774,0.042226,
0.966731,0.033269,
0.947893,0.052107,
0.981739,0.018261,
0.613899,0.386101,
0.980407,0.019593,
0.977109,0.022891,
0.980655,0.019345,
0.977283,0.022717,
0.951732,0.048268,
0.988940,0.011060,
0.950888,0.049112,
0.500351,0.499649,
0.938543,0.061457,
0.784245,0.215755,
0.948911,0.051089,
0.973298,0.026702,
0.979377,0.020623,
0.959328,0.040672,
0.947410,0.052590,
0.945610,0.054390,
0.274847,0.725153,
0.939506,0.060494,
0.961983,0.038017,
0.692984,0.307016,
0.983362,0.016638,
0.957914,0.042086,
0.967953,0.032047,
0.943472,0.056528,
0.971032,0.028968,
0.938319,0.061681,
0.972571,0.027429,
0.941007,0.058993,
0.864208,0.135792,
0.938374,0.061626,
0.969038,0.030962,
0.950826,0.049174,
0.966601,0.033399,
0.959722,0.040278,
0.945505,0.054495,
0.289153,0.710847,
0.955997,0.044003,
0.969296,0.030704,
0.959920,0.040080,
0.936413,0.063587,
0.924526,0.075474,
0.922154,0.077846,
0.974639,0.025361,
0.981394,0.018606,
0.981919,0.018081,
0.441507,0.558493,
0.972603,0.027397,
0.632861,0.367139,
